PG1,PG2,PG3,QG1,QG2,QG3,Vm1,Vm2,Vm3,Va1_deg,Va2_deg,Va3_deg,Ploss_MW,load_factor
460.000000,87.000000,0.000000,453.567170,178.461794,308.463407,1.063819,1.028801,1.048098,0.000000,-114.444638,-124.333198,74.500000,1.500000
460.500000,87.000000,0.000000,456.382886,179.379288,310.186677,1.065773,1.030705,1.050426,-0.000000,-114.725564,-124.616629,75.000000,1.500000
461.500000,87.000000,0.000000,461.918262,181.385767,313.569331,1.069467,1.035139,1.055159,0.000000,-115.278340,-125.180122,76.000000,1.500000
462.000000,87.000000,0.000000,464.707061,182.321522,315.291027,1.071381,1.037147,1.057540,-0.000000,-115.551176,-125.454432,76.500000,1.500000
462.500000,87.000000,0.000000,467.454239,183.464269,316.894624,1.073163,1.039790,1.059830,0.000000,-115.819047,-125.735893,77.000000,1.500000
463.500000,87.000000,0.000000,472.855860,185.694593,320.193071,1.076586,1.045052,1.064695,0.000000,-116.349908,-126.282281,78.000000,1.500000
464.000000,87.000000,0.000000,475.646881,186.612936,321.918162,1.078530,1.047026,1.067090,-0.000000,-116.612359,-126.544230,78.500000,1.500000
464.500000,87.000000,0.000000,478.032434,188.074174,323.523780,1.079568,1.051026,1.069977,0.000000,-116.873321,-126.814822,79.000000,1.500000
465.500000,87.000000,0.000000,483.587570,190.497443,326.582232,1.083266,1.056620,1.074312,-0.000000,-117.378350,-127.355764,80.000000,1.500000
466.000000,87.000000,0.000000,486.310318,191.651179,328.183185,1.085036,1.059331,1.076668,0.000000,-117.629247,-127.616257,80.500000,1.500000
466.500000,87.000000,0.000000,489.289935,193.831700,328.925891,1.087001,1.064472,1.077509,0.000000,-117.859555,-127.940571,81.000000,1.500000
468.000000,87.000000,0.000000,496.857999,197.388342,334.027526,1.091216,1.073616,1.085966,-0.000000,-118.603676,-128.673128,82.500000,1.500000
468.500000,87.000000,0.000000,499.165960,198.819270,335.692492,1.092170,1.077591,1.089086,0.000000,-118.848633,-128.914594,83.000000,1.500000
470.000000,87.000000,0.000000,507.225546,203.953201,339.414595,1.096923,1.090194,1.095068,0.000000,-119.540098,-129.715774,84.500000,1.500000
470.500000,87.000000,0.000000,509.429791,206.341187,340.499989,1.097458,1.096742,1.097659,-0.000000,-119.769990,-129.986615,85.000000,1.500000
400.000000,88.000000,0.000000,90.278955,38.382293,79.005105,1.098008,1.094414,1.093627,-0.000000,-42.125047,-45.996209,15.500000,1.500000
400.500000,88.000000,0.000000,96.356406,39.964522,81.714762,1.090463,1.077448,1.078179,-0.000000,-43.313809,-47.304313,16.000000,1.500000
401.500000,88.000000,0.000000,106.871630,43.431504,87.105658,1.075501,1.049670,1.051968,-0.000000,-45.628064,-49.858950,17.000000,1.500000
402.000000,88.000000,0.000000,108.817658,45.740821,91.047200,1.063438,1.043599,1.047198,-0.000000,-46.765721,-51.078466,17.500000,1.500000
402.500000,88.000000,0.000000,114.813517,47.372765,92.874314,1.059090,1.030305,1.032882,0.000000,-47.880490,-52.342990,18.000000,1.500000
403.500000,88.000000,0.000000,120.997321,51.608391,98.846928,1.041932,1.017207,1.019121,-0.000000,-50.079956,-54.765831,19.000000,1.500000
404.000000,88.000000,0.000000,123.658814,53.754569,101.872016,1.033367,1.012323,1.013802,0.000000,-51.159401,-55.951818,19.500000,1.500000
404.500000,88.000000,0.000000,126.145607,55.885504,104.895723,1.024970,1.008230,1.009284,0.000000,-52.224705,-57.119860,20.000000,1.500000
405.500000,88.000000,0.000000,130.864974,60.041102,110.857195,1.009058,1.001686,1.001982,-0.000000,-54.312021,-59.402634,21.000000,1.500000
406.000000,88.000000,0.000000,133.181856,62.052111,113.770097,1.001645,0.998997,0.998961,0.000000,-55.334162,-60.518326,21.500000,1.500000
406.500000,88.000000,0.000000,135.545001,64.010834,116.608074,0.994695,0.996511,0.996140,0.000000,-56.342443,-61.619016,22.000000,1.500000
407.500000,88.000000,0.000000,140.454690,67.774157,122.056202,0.982183,0.991963,0.990900,0.000000,-58.319371,-63.778703,23.000000,1.500000
408.000000,88.000000,0.000000,142.988371,69.571391,124.692466,0.976564,0.989839,0.988511,0.000000,-59.289052,-64.837330,23.500000,1.500000
408.500000,88.000000,0.000000,145.670153,71.339585,127.194923,0.971509,0.987725,0.985909,0.000000,-60.246575,-65.888535,24.000000,1.500000
409.500000,88.000000,0.000000,151.168171,74.704905,132.078379,0.962513,0.983635,0.981148,0.000000,-62.127099,-67.950127,25.000000,1.500000
410.000000,88.000000,0.000000,154.015351,76.324474,134.428375,0.958596,0.981651,0.978826,-0.000000,-63.050259,-68.963963,25.500000,1.500000
410.500000,88.000000,0.000000,157.001864,77.945763,136.639211,0.955169,0.979720,0.976212,-0.000000,-63.961692,-69.973764,26.000000,1.500000
411.500000,88.000000,0.000000,163.017438,81.025023,141.027644,0.949130,0.975971,0.971585,-0.000000,-65.751777,-71.950571,27.000000,1.500000
412.000000,88.000000,0.000000,166.095886,82.505674,143.160702,0.946579,0.974127,0.969358,-0.000000,-66.630435,-72.921896,27.500000,1.500000
412.500000,88.000000,0.000000,169.175745,83.977982,145.257406,0.944236,0.972470,0.967255,-0.000000,-67.497351,-73.881783,28.000000,1.500000
413.500000,88.000000,0.000000,175.419832,86.826682,149.361868,0.940307,0.969297,0.963307,0.000000,-69.198525,-75.766490,29.000000,1.500000
414.000000,88.000000,0.000000,178.596448,88.210439,151.359542,0.938726,0.967768,0.961398,-0.000000,-70.032832,-76.692673,29.500000,1.500000
414.500000,88.000000,0.000000,181.634314,89.545272,153.448114,0.937068,0.966469,0.960104,-0.000000,-70.856654,-77.596680,30.000000,1.500000
415.500000,88.000000,0.000000,187.979601,92.264099,157.323150,0.934724,0.964115,0.956860,0.000000,-72.469706,-79.391769,31.000000,1.500000
416.000000,88.000000,0.000000,191.114237,93.565302,159.286890,0.933723,0.963033,0.955596,0.000000,-73.261067,-80.266908,31.500000,1.500000
416.500000,88.000000,0.000000,194.240492,94.882915,161.214011,0.932842,0.962169,0.954405,0.000000,-74.041089,-81.132441,32.000000,1.500000
417.500000,88.000000,0.000000,200.467995,97.450990,165.059459,0.931452,0.960666,0.952458,-0.000000,-75.570877,-82.825887,33.000000,1.500000
418.000000,88.000000,0.000000,203.534838,98.692640,167.008290,0.930868,0.960039,0.951817,-0.000000,-76.321304,-83.651244,33.500000,1.500000
418.500000,88.000000,0.000000,206.655332,99.977826,168.865524,0.930493,0.959600,0.950998,-0.000000,-77.060099,-84.473080,34.000000,1.500000
419.500000,88.000000,0.000000,212.800304,102.466544,172.639594,0.929916,0.958942,0.950003,0.000000,-78.509962,-86.074821,35.000000,1.500000
420.000000,88.000000,0.000000,215.841099,103.691976,174.530471,0.929730,0.958763,0.949730,-0.000000,-79.220743,-86.857577,35.500000,1.500000
420.500000,88.000000,0.000000,218.902128,104.935157,176.375328,0.929678,0.958715,0.949422,-0.000000,-79.921250,-87.633241,36.000000,1.500000
421.500000,88.000000,0.000000,224.964575,107.375079,180.084153,0.929754,0.958847,0.949243,-0.000000,-81.295440,-89.148657,37.000000,1.500000
422.000000,88.000000,0.000000,227.972478,108.581539,181.937819,0.929883,0.959042,0.949329,0.000000,-81.969145,-89.889765,37.500000,1.500000
422.500000,88.000000,0.000000,230.991036,109.792752,183.764908,0.930118,0.959323,0.949426,-0.000000,-82.633559,-90.622604,38.000000,1.500000
423.500000,88.000000,0.000000,236.986251,112.189150,187.419326,0.930751,0.960109,0.949940,0.000000,-83.936741,-92.056288,39.000000,1.500000
424.000000,88.000000,0.000000,239.967820,113.382522,189.238401,0.931151,0.960628,0.950324,0.000000,-84.575544,-92.758293,39.500000,1.500000
424.500000,88.000000,0.000000,242.950703,114.569037,191.048236,0.931628,0.961195,0.950760,-0.000000,-85.206010,-93.450983,40.000000,1.500000
425.500000,88.000000,0.000000,248.904976,116.916094,194.655901,0.932772,0.962472,0.951840,0.000000,-86.442739,-94.807512,41.000000,1.500000
426.000000,88.000000,0.000000,251.869894,118.090080,196.448298,0.933416,0.963229,0.952477,-0.000000,-87.048970,-95.472253,41.500000,1.500000
426.500000,88.000000,0.000000,254.840457,119.243421,198.241275,0.934140,0.963973,0.953170,-0.000000,-87.647713,-96.127301,42.000000,1.500000
427.500000,88.000000,0.000000,260.768379,121.543412,201.806699,0.935739,0.965639,0.954718,-0.000000,-88.822051,-97.411331,43.000000,1.500000
428.000000,88.000000,0.000000,263.728828,122.690641,203.577618,0.936616,0.966553,0.955559,-0.000000,-89.397852,-98.040767,43.500000,1.500000
428.500000,88.000000,0.000000,266.695030,123.813346,205.353383,0.937564,0.967433,0.956457,-0.000000,-89.966735,-98.660683,44.000000,1.500000
429.500000,88.000000,0.000000,272.624501,126.054587,208.880473,0.939608,0.969339,0.958363,-0.000000,-91.082617,-99.876624,45.000000,1.500000
430.000000,88.000000,0.000000,275.595431,127.161392,210.636570,0.940718,0.970311,0.959365,-0.000000,-91.630053,-100.472424,45.500000,1.500000
430.500000,88.000000,0.000000,278.569489,128.251402,212.394376,0.941884,0.971273,0.960413,-0.000000,-92.170832,-101.059616,46.000000,1.500000
431.500000,88.000000,0.000000,284.529031,130.414497,215.889746,0.944376,0.973259,0.962584,-0.000000,-93.231962,-102.211337,47.000000,1.500000
432.000000,88.000000,0.000000,287.516716,131.483852,217.629250,0.945703,0.974266,0.963705,0.000000,-93.752582,-102.775932,47.500000,1.500000
432.500000,88.000000,0.000000,290.510552,132.537676,219.368565,0.947086,0.975256,0.964855,0.000000,-94.266873,-103.332651,48.000000,1.500000
433.500000,88.000000,0.000000,296.518681,134.619673,222.830633,0.950012,0.977243,0.967206,0.000000,-95.276302,-104.424616,49.000000,1.500000
434.000000,88.000000,0.000000,299.533958,135.644187,224.555882,0.951556,0.978225,0.968408,0.000000,-95.771699,-104.959857,49.500000,1.500000
434.500000,88.000000,0.000000,302.557181,136.658317,226.276776,0.953153,0.979200,0.969622,0.000000,-96.260981,-105.488152,50.000000,1.500000
435.500000,88.000000,0.000000,308.629149,138.658249,229.703073,0.956502,0.981128,0.972081,0.000000,-97.221458,-106.524623,51.000000,1.500000
436.000000,88.000000,0.000000,311.677431,139.640447,231.411727,0.958252,0.982069,0.973330,0.000000,-97.692916,-107.032705,51.500000,1.500000
436.500000,88.000000,0.000000,314.736467,140.615342,233.112681,0.960055,0.983005,0.974577,0.000000,-98.158480,-107.534639,52.000000,1.500000
437.500000,88.000000,0.000000,320.880116,142.532127,236.504312,0.963804,0.984831,0.977097,0.000000,-99.072624,-108.519228,53.000000,1.500000
438.000000,88.000000,0.000000,323.962094,143.470292,238.199582,0.965744,0.985713,0.978381,0.000000,-99.521493,-109.001648,53.500000,1.500000
438.500000,88.000000,0.000000,327.060064,144.410047,239.878014,0.967740,0.986606,0.979635,0.000000,-99.964491,-109.479247,54.000000,1.500000
439.500000,88.000000,0.000000,333.272344,146.248313,243.237814,0.971849,0.988327,0.982198,0.000000,-100.834783,-110.415142,55.000000,1.500000
440.000000,88.000000,0.000000,336.389096,147.151259,244.914676,0.973962,0.989164,0.983494,0.000000,-101.262086,-110.874085,55.500000,1.500000
440.500000,88.000000,0.000000,339.522832,148.055829,246.574574,0.976131,0.990008,0.984754,0.000000,-101.683792,-111.328600,56.000000,1.500000
441.500000,88.000000,0.000000,345.800135,149.827451,249.899949,0.980558,0.991645,0.987337,0.000000,-102.512435,-112.219277,57.000000,1.500000
442.000000,88.000000,0.000000,348.939735,150.694524,251.568062,0.982808,0.992443,0.988669,0.000000,-102.919599,-112.655396,57.500000,1.500000
442.500000,88.000000,0.000000,352.102593,151.567426,253.212743,0.985121,0.993249,0.989943,0.000000,-103.321229,-113.088055,58.000000,1.500000
443.500000,88.000000,0.000000,358.425300,153.277962,256.515212,0.989801,0.994831,0.992577,0.000000,-104.110797,-113.935462,59.000000,1.500000
444.000000,88.000000,0.000000,361.581545,154.116317,258.174903,0.992160,0.995612,0.993946,-0.000000,-104.498946,-114.350236,59.500000,1.500000
444.500000,88.000000,0.000000,364.751432,154.954793,259.821619,0.994562,0.996396,0.995289,-0.000000,-104.882156,-114.760907,60.000000,1.500000
445.500000,88.000000,0.000000,371.105815,156.618102,263.102866,0.999441,0.997967,0.997982,0.000000,-105.634890,-115.567790,61.000000,1.500000
446.000000,88.000000,0.000000,374.273592,157.436004,264.752923,1.001887,0.998755,0.999385,0.000000,-106.005073,-115.962760,61.500000,1.500000
446.500000,88.000000,0.000000,377.449417,158.251858,266.395394,1.004362,0.999546,1.000779,0.000000,-106.370751,-116.353457,62.000000,1.500000
447.500000,88.000000,0.000000,383.784640,159.864262,269.692584,1.009322,1.001151,1.003658,0.000000,-107.090070,-117.119224,63.000000,1.500000
448.000000,88.000000,0.000000,386.933815,160.658081,271.355794,1.011786,1.001970,1.005174,-0.000000,-107.444149,-117.493719,63.500000,1.500000
448.500000,88.000000,0.000000,390.103022,161.457742,272.998692,1.014299,1.002797,1.006637,0.000000,-107.793536,-117.865398,64.000000,1.500000
449.500000,88.000000,0.000000,396.391672,163.033397,276.321683,1.019266,1.004501,1.009745,-0.000000,-108.481969,-118.591960,65.000000,1.500000
450.000000,88.000000,0.000000,399.517345,163.813590,277.995086,1.021729,1.005382,1.011366,0.000000,-108.820915,-118.947614,65.500000,1.500000
450.500000,88.000000,0.000000,402.653498,164.599178,279.654806,1.024221,1.006280,1.012960,0.000000,-109.155658,-119.300174,66.000000,1.500000
451.500000,88.000000,0.000000,408.867816,166.154229,283.012285,1.029123,1.008154,1.016336,0.000000,-109.815635,-119.989464,67.000000,1.500000
452.000000,88.000000,0.000000,411.943685,166.923778,284.711583,1.031527,1.009132,1.018122,0.000000,-110.141048,-120.326239,67.500000,1.500000
452.500000,88.000000,0.000000,415.030120,167.704889,286.393154,1.033957,1.010144,1.019872,0.000000,-110.462377,-120.660577,68.000000,1.500000
453.500000,88.000000,0.000000,421.132865,169.257341,289.798463,1.038706,1.012276,1.023578,0.000000,-111.096425,-121.314067,69.000000,1.500000
454.000000,88.000000,0.000000,424.150756,170.027643,291.522070,1.041028,1.013389,1.025528,0.000000,-111.409230,-121.633382,69.500000,1.500000
454.500000,88.000000,0.000000,427.162769,170.809431,293.238658,1.043343,1.014556,1.027485,-0.000000,-111.718593,-121.949649,70.000000,1.500000
455.500000,88.000000,0.000000,433.134301,172.399511,296.678579,1.047883,1.017071,1.031514,0.000000,-112.328242,-122.570984,71.000000,1.500000
456.000000,88.000000,0.000000,436.094711,173.191474,298.412813,1.050115,1.018370,1.033600,-0.000000,-112.628896,-122.875176,71.500000,1.500000
456.500000,88.000000,0.000000,439.024145,174.010657,300.145239,1.052286,1.019799,1.035739,0.000000,-112.926676,-123.176265,72.000000,1.500000
457.500000,88.000000,0.000000,444.836650,175.666114,303.620344,1.056553,1.022796,1.040121,0.000000,-113.513764,-123.767579,73.000000,1.500000
458.000000,88.000000,0.000000,447.729357,176.483995,305.369769,1.058672,1.024299,1.042358,-0.000000,-113.803225,-124.057249,73.500000,1.500000
458.500000,88.000000,0.000000,450.572339,177.385887,307.090292,1.060678,1.026114,1.044638,0.000000,-114.089541,-124.346526,74.000000,1.500000
459.500000,88.000000,0.000000,456.254178,179.147024,310.556979,1.064711,1.029651,1.049254,-0.000000,-114.654194,-124.913125,75.000000,1.500000
460.000000,88.000000,0.000000,459.071146,180.053769,312.284265,1.066683,1.031536,1.051597,0.000000,-114.932384,-125.192340,75.500000,1.500000
460.500000,88.000000,0.000000,461.820781,181.096527,313.958405,1.068494,1.033896,1.053978,0.000000,-115.207313,-125.473381,76.000000,1.500000
461.500000,88.000000,0.000000,467.425117,183.150108,317.257225,1.072340,1.038400,1.058518,0.000000,-115.747033,-126.029615,77.000000,1.500000
462.000000,88.000000,0.000000,470.141122,184.040170,319.051751,1.074147,1.040393,1.061129,-0.000000,-116.016908,-126.291379,77.500000,1.500000
462.500000,88.000000,0.000000,472.764994,185.326613,320.630895,1.075673,1.043607,1.063600,0.000000,-116.280679,-126.568537,78.000000,1.500000
463.500000,88.000000,0.000000,477.550573,187.732984,324.187643,1.077926,1.050179,1.069825,0.000000,-116.813510,-127.082418,79.000000,1.500000
464.000000,88.000000,0.000000,480.966460,188.619315,325.540002,1.081065,1.051257,1.070738,-0.000000,-117.057232,-127.366006,79.500000,1.500000
464.500000,88.000000,0.000000,483.628044,189.897850,327.095303,1.082686,1.054397,1.073135,-0.000000,-117.310500,-127.632676,80.000000,1.500000
465.500000,88.000000,0.000000,490.037496,192.341674,329.601230,1.087995,1.058948,1.075419,0.000000,-117.786891,-128.202292,81.000000,1.500000
466.000000,88.000000,0.000000,491.430303,194.278288,331.498724,1.087089,1.065503,1.080309,0.000000,-118.054255,-128.435347,81.500000,1.500000
467.500000,88.000000,0.000000,498.352009,200.405127,335.265697,1.089446,1.082294,1.088150,0.000000,-118.779871,-129.256811,83.000000,1.500000
468.000000,88.000000,0.000000,502.034489,200.035298,337.289454,1.093431,1.079733,1.089524,-0.000000,-119.012830,-129.468855,83.500000,1.500000
469.500000,88.000000,0.000000,509.844204,205.004920,341.277084,1.097799,1.092216,1.096281,-0.000000,-119.707469,-130.238958,85.000000,1.500000
470.000000,88.000000,0.000000,512.368921,206.872424,342.513414,1.099065,1.096999,1.098557,-0.000000,-119.935123,-130.496013,85.500000,1.500000
399.500000,89.000000,0.000000,96.562034,40.086462,82.257959,1.087051,1.073949,1.074821,-0.000000,-43.316004,-47.498299,16.000000,1.500000
400.000000,89.000000,0.000000,99.424337,49.326024,79.544715,1.073515,1.088498,1.050310,0.000000,-44.341260,-49.065547,16.500000,1.500000
400.500000,89.000000,0.000000,107.310476,43.447369,87.538236,1.072691,1.045668,1.048178,0.000000,-45.626934,-50.063107,17.000000,1.500000
401.500000,89.000000,0.000000,114.887639,47.487113,93.396061,1.055767,1.027318,1.029864,-0.000000,-47.877591,-52.554991,18.000000,1.500000
402.000000,89.000000,0.000000,118.004421,49.611143,96.411721,1.047017,1.020508,1.022765,0.000000,-48.983710,-53.777388,18.500000,1.500000
402.500000,89.000000,0.000000,120.799613,51.782667,99.442781,1.038228,1.014981,1.016743,-0.000000,-50.076181,-54.983983,19.000000,1.500000
403.500000,89.000000,0.000000,125.769235,56.086370,105.540168,1.021043,1.006527,1.007390,0.000000,-52.219576,-57.341896,20.000000,1.500000
404.000000,89.000000,0.000000,128.114243,58.179805,108.551413,1.012897,1.003154,1.003644,0.000000,-53.269730,-58.493490,20.500000,1.500000
404.500000,89.000000,0.000000,130.425505,60.231622,111.513741,1.005117,1.000208,1.000336,-0.000000,-54.305337,-59.627826,21.000000,1.500000
405.500000,89.000000,0.000000,135.102548,64.185046,117.248156,0.990839,0.995133,0.994578,0.000000,-56.334281,-61.848353,22.000000,1.500000
406.000000,89.000000,0.000000,137.550947,66.069614,119.998607,0.984448,0.992751,0.991893,0.000000,-57.328928,-62.937154,22.500000,1.500000
406.500000,89.000000,0.000000,140.058865,67.923537,122.660722,0.978497,0.990563,0.989289,0.000000,-58.310325,-64.013711,23.000000,1.500000
407.500000,89.000000,0.000000,145.350031,71.461661,127.751681,0.968042,0.986231,0.984158,0.000000,-60.237165,-66.130766,24.000000,1.500000
408.000000,89.000000,0.000000,148.086781,73.146592,130.217282,0.963426,0.984117,0.981746,0.000000,-61.183141,-67.169838,24.500000,1.500000
408.500000,89.000000,0.000000,150.911853,74.787162,132.607967,0.959246,0.982009,0.979313,0.000000,-62.117743,-68.198457,25.000000,1.500000
409.500000,89.000000,0.000000,156.855980,78.008660,137.097567,0.952181,0.977949,0.974099,-0.000000,-63.952128,-70.232353,26.000000,1.500000
410.000000,89.000000,0.000000,159.846736,79.525270,139.335626,0.949063,0.975948,0.971832,0.000000,-64.853051,-71.226656,26.500000,1.500000
410.500000,89.000000,0.000000,162.948713,81.057493,141.445725,0.946364,0.974062,0.969313,0.000000,-65.741907,-72.216952,27.000000,1.500000
411.500000,89.000000,0.000000,169.170880,83.981405,145.643049,0.941670,0.970444,0.964860,-0.000000,-67.486830,-74.155229,28.000000,1.500000
412.000000,89.000000,0.000000,172.349715,85.396014,147.679320,0.939758,0.968676,0.962686,-0.000000,-68.342781,-75.108171,28.500000,1.500000
412.500000,89.000000,0.000000,175.461859,86.800202,149.726920,0.937910,0.967174,0.960838,0.000000,-69.187076,-76.045772,29.000000,1.500000
413.500000,89.000000,0.000000,181.773805,89.507878,153.746611,0.934929,0.964230,0.957367,-0.000000,-70.843686,-77.885781,30.000000,1.500000
414.000000,89.000000,0.000000,184.869405,90.828938,155.770881,0.933580,0.962999,0.956018,-0.000000,-71.655752,-78.783736,30.500000,1.500000
414.500000,89.000000,0.000000,188.077845,92.186178,157.665253,0.932589,0.961875,0.954337,0.000000,-72.455629,-79.680310,31.000000,1.500000
415.500000,89.000000,0.000000,194.351685,94.783421,161.551668,0.930804,0.959904,0.951892,-0.000000,-74.025470,-81.424564,32.000000,1.500000
416.000000,89.000000,0.000000,197.432748,96.032334,163.529195,0.930024,0.959049,0.951054,0.000000,-74.795662,-82.273876,32.500000,1.500000
416.500000,89.000000,0.000000,200.584928,97.332849,165.395495,0.929495,0.958394,0.949971,-0.000000,-75.553638,-83.121067,33.000000,1.500000
417.500000,89.000000,0.000000,206.772168,99.844480,169.201526,0.928601,0.957339,0.948548,0.000000,-77.041191,-84.770923,34.000000,1.500000
418.000000,89.000000,0.000000,209.826188,101.067901,171.121517,0.928257,0.956942,0.948119,-0.000000,-77.770773,-85.575799,34.500000,1.500000
418.500000,89.000000,0.000000,212.896362,102.309372,172.995980,0.928048,0.956692,0.947670,-0.000000,-78.489794,-86.373101,35.000000,1.500000
419.500000,89.000000,0.000000,219.006687,104.780342,176.713818,0.927882,0.956516,0.947068,-0.000000,-79.898992,-87.935486,36.000000,1.500000
420.000000,89.000000,0.000000,222.036674,106.001319,178.571967,0.927898,0.956567,0.946957,0.000000,-80.589800,-88.699476,36.500000,1.500000
420.500000,89.000000,0.000000,225.058460,107.213952,180.424262,0.927992,0.956697,0.946942,-0.000000,-81.271529,-89.452750,37.000000,1.500000
421.500000,89.000000,0.000000,231.071946,109.628086,184.106562,0.928382,0.957233,0.947181,0.000000,-82.608024,-90.928355,38.000000,1.500000
422.000000,89.000000,0.000000,234.059337,110.830477,185.939903,0.928663,0.957640,0.947442,-0.000000,-83.263111,-91.650710,38.500000,1.500000
422.500000,89.000000,0.000000,237.052170,112.023499,187.762425,0.929035,0.958088,0.947752,0.000000,-83.909617,-92.363518,39.000000,1.500000
423.500000,89.000000,0.000000,243.000274,114.408417,191.389587,0.929925,0.959261,0.948625,0.000000,-85.177245,-93.759838,40.000000,1.500000
424.000000,89.000000,0.000000,245.968421,115.589710,193.195588,0.930466,0.959927,0.949164,0.000000,-85.798808,-94.443505,40.500000,1.500000
424.500000,89.000000,0.000000,248.936007,116.755282,195.001456,0.931077,0.960609,0.949773,0.000000,-86.412564,-95.117209,41.000000,1.500000
425.500000,89.000000,0.000000,254.851951,119.087842,198.588016,0.932448,0.962198,0.951166,-0.000000,-87.616082,-96.437984,42.000000,1.500000
426.000000,89.000000,0.000000,257.802832,120.256552,200.366769,0.933208,0.963102,0.951936,0.000000,-88.206037,-97.085565,42.500000,1.500000
426.500000,89.000000,0.000000,260.759213,121.394467,202.154750,0.934045,0.963956,0.952777,0.000000,-88.789013,-97.722830,43.000000,1.500000
427.500000,89.000000,0.000000,266.664112,123.672134,205.703043,0.935865,0.965845,0.954581,-0.000000,-89.932336,-98.972820,44.000000,1.500000
428.000000,89.000000,0.000000,269.615967,124.809623,207.463769,0.936851,0.966864,0.955537,0.000000,-90.492945,-99.585793,44.500000,1.500000
428.500000,89.000000,0.000000,272.572061,125.926908,209.227667,0.937900,0.967861,0.956543,0.000000,-91.046765,-100.189682,45.000000,1.500000
429.500000,89.000000,0.000000,278.492916,128.127205,212.748628,0.940165,0.969876,0.958672,-0.000000,-92.133849,-101.372492,46.000000,1.500000
430.000000,89.000000,0.000000,281.457283,129.221636,214.497923,0.941373,0.970927,0.959776,0.000000,-92.667047,-101.952498,46.500000,1.500000
430.500000,89.000000,0.000000,284.428941,130.298861,216.247210,0.942643,0.971956,0.960912,-0.000000,-93.193748,-102.524313,47.000000,1.500000
431.500000,89.000000,0.000000,290.386826,132.430191,219.729926,0.945339,0.974043,0.963253,-0.000000,-94.227459,-103.645557,48.000000,1.500000
432.000000,89.000000,0.000000,293.376373,133.482945,221.462751,0.946769,0.975090,0.964448,0.000000,-94.734646,-104.195306,48.500000,1.500000
432.500000,89.000000,0.000000,296.371443,134.519671,223.196585,0.948251,0.976117,0.965673,0.000000,-95.235714,-104.737295,49.000000,1.500000
433.500000,89.000000,0.000000,302.386896,136.566341,226.646881,0.951377,0.978159,0.968156,0.000000,-96.219199,-105.800575,50.000000,1.500000
434.000000,89.000000,0.000000,305.407969,137.572712,228.365894,0.953020,0.979161,0.969415,0.000000,-96.701865,-106.321848,50.500000,1.500000
434.500000,89.000000,0.000000,308.436519,138.570430,230.079968,0.954713,0.980158,0.970685,0.000000,-97.178558,-106.836460,51.000000,1.500000
435.500000,89.000000,0.000000,314.522547,140.532012,233.495668,0.958254,0.982105,0.973246,0.000000,-98.114422,-107.845910,52.000000,1.500000
436.000000,89.000000,0.000000,317.578599,141.493272,235.200346,0.960099,0.983046,0.974543,0.000000,-98.573839,-108.340670,52.500000,1.500000
436.500000,89.000000,0.000000,320.646207,142.452160,236.893592,0.961994,0.983994,0.975828,0.000000,-99.027395,-108.829868,53.000000,1.500000
437.500000,89.000000,0.000000,326.807809,144.332388,240.273509,0.965924,0.985824,0.978425,0.000000,-99.918064,-109.789229,54.000000,1.500000
438.000000,89.000000,0.000000,329.898838,145.252319,241.963259,0.967951,0.986705,0.979745,0.000000,-100.355418,-110.259303,54.500000,1.500000
438.500000,89.000000,0.000000,333.002121,146.168546,243.642624,0.970027,0.987585,0.981050,0.000000,-100.787232,-110.724122,55.000000,1.500000
439.500000,89.000000,0.000000,339.239560,147.979761,246.981631,0.974312,0.989316,0.983646,0.000000,-101.634868,-111.637250,56.000000,1.500000
440.000000,89.000000,0.000000,342.365283,148.867160,248.652163,0.976504,0.990155,0.984969,0.000000,-102.051173,-112.084697,56.500000,1.500000
440.500000,89.000000,0.000000,345.504607,149.750853,250.311930,0.978745,0.990989,0.986272,0.000000,-102.462197,-112.527299,57.000000,1.500000
441.500000,89.000000,0.000000,351.797244,151.489582,253.628772,0.983316,0.992622,0.988913,0.000000,-103.269627,-113.395499,58.000000,1.500000
442.000000,89.000000,0.000000,354.943344,152.340992,255.293098,0.985633,0.993420,0.990275,0.000000,-103.666412,-113.820599,58.500000,1.500000
442.500000,89.000000,0.000000,358.112511,153.198104,256.934469,0.988010,0.994225,0.991578,0.000000,-104.057784,-114.242370,59.000000,1.500000
443.500000,89.000000,0.000000,364.440055,154.876385,260.236223,0.992801,0.995810,0.994291,-0.000000,-104.827463,-115.067965,60.000000,1.500000
444.000000,89.000000,0.000000,367.604134,155.702761,261.889527,0.995222,0.996596,0.995678,0.000000,-105.205677,-115.472644,60.500000,1.500000
444.500000,89.000000,0.000000,370.786091,156.532536,263.525119,0.997692,0.997387,0.997022,0.000000,-105.578903,-115.873822,61.000000,1.500000
445.500000,89.000000,0.000000,377.130249,158.162632,266.817332,1.002641,0.998971,0.999828,0.000000,-106.313212,-116.659141,62.000000,1.500000
446.000000,89.000000,0.000000,380.288738,158.963968,268.475720,1.005111,0.999770,1.001297,-0.000000,-106.674511,-117.043316,62.500000,1.500000
446.500000,89.000000,0.000000,383.468680,159.770826,270.113009,1.007634,1.000575,1.002710,0.000000,-107.030948,-117.424607,63.000000,1.500000
447.500000,89.000000,0.000000,389.793076,161.359591,273.416267,1.012649,1.002214,1.005685,0.000000,-107.732805,-118.170530,64.000000,1.500000
